pathway,collection,n_hit_in_set,n_set,n_hit,n_background,odds_ratio,p_value,padj,draw,contrast,direction,n_sig_hits,label
KEGG_LEISHMANIA_INFECTION,KEGG,7,59,667,7481,1.379121352470647,0.27075281068363377,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_DNA_REPAIR,Hallmark,8,70,667,7481,1.3219825315541542,0.283961697222503,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TRYPTOPHAN_METABOLISM,KEGG,3,22,667,7481,1.6156673770994912,0.31215264813266486,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLUTATHIONE_METABOLISM,KEGG,5,42,667,7481,1.3833242506323797,0.3187110092310235,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MYC_TARGETS_V1,Hallmark,13,125,667,7481,1.1894355395609681,0.3217263898933925,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CALCIUM_SIGNALING_PATHWAY,KEGG,5,43,667,7481,1.3467298436484845,0.33689538631001564,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG,4,33,667,7481,1.4114732056460353,0.3389721976365787,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,KEGG,6,54,667,7481,1.2794529802725771,0.3496803205236532,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG,6,56,667,7481,1.227919935025966,0.38254177655194505,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_STARCH_AND_SUCROSE_METABOLISM,KEGG,3,25,667,7481,1.3947730878587556,0.3878613131714873,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,3,25,667,7481,1.3947730878587556,0.3878613131714873,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,4,36,667,7481,1.2786099636219401,0.4017915282910017,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,4,39,667,7481,1.1685145715480971,0.4634622952249612,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_SPERMATOGENESIS,Hallmark,6,61,667,7481,1.11546439812302,0.46430014648705537,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,14,150,667,7481,1.0527515024529264,0.4701928765098368,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG,3,29,667,7481,1.1795357071767654,0.4850849844999007,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_MELANOMA,KEGG,7,74,667,7481,1.0680620040211182,0.493579934596921,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_WNT_BETA_CATENIN_SIGNALING,Hallmark,3,31,667,7481,1.0949443310252376,0.5308651197999295,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,4,43,667,7481,1.0480797731174256,0.5418049110325932,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TYROSINE_METABOLISM,KEGG,3,32,667,7481,1.0570845805416529,0.5528816782119493,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_VIRAL_MYOCARDITIS,KEGG,3,32,667,7481,1.0570845805416529,0.5528816782119493,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_INTERFERON_GAMMA_RESPONSE,Hallmark,13,148,667,7481,0.983431511368464,0.565568137695957,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY,KEGG,5,56,667,7481,1.0015696213383574,0.5670742494017709,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_HYPOXIA,Hallmark,12,137,667,7481,0.9803747198242254,0.5703758049615293,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Hallmark,4,46,667,7481,0.9727818406526658,0.5965186169028147,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PARKINSONS_DISEASE,KEGG,4,46,667,7481,0.9727818406526658,0.5965186169028147,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ANDROGEN_RESPONSE,Hallmark,5,59,667,7481,0.9455121390799408,0.6145547553180533,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CELL_ADHESION_MOLECULES_CAMS,KEGG,9,107,667,7481,0.9373534079807466,0.6232972723300938,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PYRUVATE_METABOLISM,KEGG,3,36,667,7481,0.9284008425276552,0.6344762973833445,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG,3,37,667,7481,0.9009624272124653,0.6531761996377019,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,9,110,667,7481,0.9091049989579265,0.6565752650993716,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,5,69,667,7481,0.7965901603240926,0.748764140635092,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_AUTOIMMUNE_THYROID_DISEASE,KEGG,3,43,667,7481,0.7651327060676533,0.7508805179596214,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_IL2_STAT5_SIGNALING,Hallmark,10,133,667,7481,0.8279791414628385,0.7593852799115954,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_INSULIN_SIGNALING_PATHWAY,KEGG,6,84,667,7481,0.7838898902308484,0.7716389606022038,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MITOTIC_SPINDLE,Hallmark,5,72,667,7481,0.7606407082254019,0.781465567155299,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PYRIMIDINE_METABOLISM,KEGG,4,59,667,7481,0.7414777468729036,0.7839521707515471,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_RENAL_CELL_CARCINOMA,KEGG,4,59,667,7481,0.7414777468729036,0.7839521707515471,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_G2M_CHECKPOINT,Hallmark,6,86,667,7481,0.764124218615399,0.7907618642157626,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_BLADDER_CANCER,KEGG,3,46,667,7481,0.7114913630551638,0.7907747172728852,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_INTERFERON_ALPHA_RESPONSE,Hallmark,4,60,667,7481,0.7281287749019795,0.7949711214667469,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,KEGG,5,74,667,7481,0.7383731294089303,0.8013778907153324,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG,3,47,667,7481,0.6952178629648584,0.8028365995459705,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_OOCYTE_MEIOSIS,KEGG,3,47,667,7481,0.6952178629648584,0.8028365995459705,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_GNRH_SIGNALING_PATHWAY,KEGG,4,62,667,7481,0.7028117036059143,0.8156501186617506,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_XENOBIOTIC_METABOLISM,Hallmark,10,142,667,7481,0.7705407122758335,0.8255080066370468,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,KEGG,5,77,667,7481,0.7072911406048946,0.8285279479685737,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,6,91,667,7481,0.7186389377196368,0.8331874544555589,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_GLYCOLYSIS,Hallmark,10,145,667,7481,0.7530774984572903,0.8441830276630156,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_KRAS_SIGNALING_UP,Hallmark,10,145,667,7481,0.7530774984572903,0.8441830276630156,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_UV_RESPONSE_UP,Hallmark,7,107,667,7481,0.7121367713531481,0.852235144309603,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,KEGG,4,67,667,7481,0.6465516076550951,0.8599265884493328,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,3,53,667,7481,0.6112471248714595,0.8634993759158487,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TGF_BETA_SIGNALING_PATHWAY,KEGG,5,82,667,7481,0.6608699229464677,0.8670167408856269,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CELL_CYCLE,KEGG,4,68,667,7481,0.6363545168929599,0.8676037848089009,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,KEGG,9,137,667,7481,0.7144943805365047,0.8726411278189409,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_KRAS_SIGNALING_DN,Hallmark,7,111,667,7481,0.6843365197308048,0.8767868498392974,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CHRONIC_MYELOID_LEUKEMIA,KEGG,3,56,667,7481,0.5763919340573116,0.88717814270230555,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_UV_RESPONSE_DN,Hallmark,5,87,667,7481,0.6201100622202261,0.8979615155595027,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ESTROGEN_RESPONSE_EARLY,Hallmark,5,88,667,7481,0.6125474352390881,0.9033424849107144,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,KEGG,8,133,667,7481,0.6496482760092681,0.916231894550283,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PROSTATE_CANCER,KEGG,4,76,667,7481,0.564975795114116,0.916962224587353,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_TIGHT_JUNCTION,KEGG,3,62,667,7481,0.5173165880984585,0.9238148026092676,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,KEGG,4,78,667,7481,0.5495435752832325,0.9263985936474183,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CHEMOKINE_SIGNALING_PATHWAY,KEGG,8,137,667,7481,0.6291276960851553,0.9306543886584737,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_PATHWAYS_IN_CANCER,KEGG,17,259,667,7481,0.7102893555656634,0.9334397460202294,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_APOPTOSIS,Hallmark,7,126,667,7481,0.5967360850217919,0.9406962401594449,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ESTROGEN_RESPONSE_LATE,Hallmark,6,112,667,7481,0.574464178566892,0.9422186821255017,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_APOPTOSIS,KEGG,3,67,667,7481,0.4765507346514271,0.9456475731027036,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_COMPLEMENT,Hallmark,12,198,667,7481,0.6528758742760602,0.9466769022082673,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_COAGULATION,Hallmark,8,144,667,7481,0.5961241692115242,0.9507453865315421,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG,21,324,667,7481,0.6985704899813228,0.957740666381077,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Hallmark,4,87,667,7481,0.4893046726670878,0.957971903768945,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_P53_PATHWAY,Hallmark,6,118,667,7481,0.5432055390742709,0.9584821221643864,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ALLOGRAFT_REJECTION,Hallmark,11,192,667,7481,0.6145310546918247,0.9622768583047381,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_APICAL_JUNCTION,Hallmark,8,151,667,7481,0.5663515055104542,0.9654905529905085,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_IL6_JAK_STAT3_SIGNALING,Hallmark,5,106,667,7481,0.502039536023439,0.9656742199284765,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ALZHEIMERS_DISEASE,KEGG,3,74,667,7481,0.42912416371124884,0.9665882385155709,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hallmark,8,153,667,7481,0.558372977437137,0.9688999706663044,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,KEGG,4,92,667,7481,0.4611620607205558,0.9695569288660366,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_INFLAMMATORY_RESPONSE,Hallmark,8,158,667,7481,0.5393574154279408,0.9761271580021021,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,3,83,667,7481,0.38034220756034887,0.9824859132194863,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_ADIPOGENESIS,Hallmark,5,122,667,7481,0.4323558170121383,0.9873763592967231,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_ENDOCYTOSIS,KEGG,5,125,667,7481,0.4213587960464901,0.9896082287786632,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_MAPK_SIGNALING_PATHWAY,KEGG,9,191,667,7481,0.4984491748451503,0.9909960039616348,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,Hallmark,10,210,667,7481,0.5033843409844035,0.9926702187275039,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_E2F_TARGETS,Hallmark,3,99,667,7481,0.3162019259397254,0.9946925259072246,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,KEGG,3,99,667,7481,0.3162019259397254,0.9946925259072246,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_AXON_GUIDANCE,KEGG,4,127,667,7481,0.32822694181049666,0.997316684629614,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
KEGG_FOCAL_ADHESION,KEGG,5,163,667,7481,0.31820784603817215,0.999239955526973,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_MYOGENESIS,Hallmark,3,130,667,7481,0.23791884015269735,0.9995350205027487,0.9995350205027487,AV_Delta,Laparoscopic_vs_HeadNeck,up,345,AV_Delta · Laparoscopic / Head-Neck · higher in 1st
HALLMARK_FATTY_ACID_METABOLISM,Hallmark,20,110,584,7481,2.681478001343435,2.8334278281967113e-4,0.03060102054452448,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_PROPANOATE_METABOLISM,KEGG,5,17,584,7481,4.9526727468981635,0.008000285947448026,0.43201544116219337,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
HALLMARK_BILE_ACID_METABOLISM,Hallmark,8,46,584,7481,2.5063329303342576,0.024374071989991412,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,KEGG,8,47,584,7481,2.441887128706664,0.027441177861509094,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_SULFUR_METABOLISM,KEGG,3,10,584,7481,5.0802720285242025,0.0375217966208799,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,KEGG,5,25,584,7481,2.96866702647067,0.04100154052100487,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG,4,18,584,7481,3.389720403487394,0.04668971459232202,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_PPAR_SIGNALING_PATHWAY,KEGG,7,43,584,7481,2.3116232242723154,0.04694008219826038,0.6336911096765151,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,KEGG,3,12,584,7481,3.950098082251968,0.06124500447221052,0.6653509593271345,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG,5,28,584,7481,2.580420867116451,0.06267081064426898,0.6653509593271345,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_STEROID_HORMONE_BIOSYNTHESIS,KEGG,4,21,584,7481,2.7903861794681766,0.07601196841335366,0.6653509593271345,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,6,39,584,7481,2.1587349210009417,0.07961509233199919,0.6653509593271345,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG,5,30,584,7481,2.3733555296772537,0.0800885414004884,0.6653509593271345,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_LINOLEIC_ACID_METABOLISM,KEGG,3,14,584,7481,3.23153030516222,0.09031808288294174,0.6967394965255506,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_THYROID_CANCER,KEGG,4,24,584,7481,2.370987735940096,0.11255359731627741,0.7841127055188502,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,KEGG,7,53,584,7481,1.80664977806827,0.11616484526205187,0.7841127055188502,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,5,36,584,7481,1.912494747421828,0.1456727954986315,0.8715521413204952,AV_Delta,Laparoscopic_vs_HeadNeck,down,262,AV_Delta · Laparoscopic / Head-Neck · higher in 2nd
